사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-11,분당선,337,매탄권선,57,1,2943,653,7897,1808,18038,3504,16993,9186,8456,4094,5364,2859,4967,2891,5621,3422,5052,4025,4611,3812,5115,5213,6370,6853,9460,9759,8073,16268,4120,13856,3063,8377,2702,7519,2012,7015,751,4503,22,447,2,0,0,0,0,0
2020-11,분당선,338,수원시청,252,5,5123,1303,10468,6197,24836,14154,23828,43120,13063,25278,10869,15201,13386,11672,15322,16253,15113,16846,15274,14113,18229,15104,22703,16867,27066,26251,35831,41181,18458,31957,15375,19985,17206,14249,13612,12778,5176,7703,142,1046,1,0,2,0,1,0
2020-11,분당선,339,매교,230,0,2270,737,3611,2604,7230,3357,8932,11091,4394,3217,3183,2397,3505,2262,2955,3052,3063,2919,2748,3102,3519,3281,5505,4252,8217,6351,5411,8289,2710,5057,1690,3603,1954,3492,948,2763,270,1404,7,242,0,0,1,0,1,0
2020-11,일산선,374,원흥,175,4,5157,455,13052,5431,34396,7575,37827,12172,19370,9312,12859,6467,12225,6550,12077,8052,11759,9564,10264,9464,10314,11325,12085,13317,13470,19445,14930,28224,6568,29415,5356,15856,4722,14868,3496,12521,1117,7102,15,365,0,0,0,0,0,0
2020-11,일산선,375,지축,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11,일산선,376,삼송,405,4,6706,1422,24247,13644,69348,13533,69602,25354,35528,16059,24017,12784,21555,14542,21096,18678,20665,20202,18424,20275,19566,25023,25979,27230,28816,36555,26898,62347,16686,52816,12909,32354,11344,26782,11848,22706,1993,9220,6,537,1,0,0,0,1,0
2020-11,일산선,377,원당,238,3,7987,810,18830,5181,43575,7485,44621,12439,23711,9107,16936,7970,15001,9773,16008,10507,15018,11200,13161,12411,12718,14732,14054,18014,15178,24710,14672,33966,7432,33773,5454,19566,4205,18568,2776,16291,750,8789,0,36,0,0,0,0,0,0
2020-11,일산선,378,화정,139,20,9498,1262,22460,5795,50863,10341,52153,26903,29281,17279,22208,15532,21809,17971,23630,20373,23542,22086,21786,21770,22318,27966,23182,29437,26385,38941,26968,55561,14544,46406,12165,28499,13018,24326,9711,22226,3216,10472,2,29,0,0,0,0,0,0
2020-11,일산선,379,대곡,5,0,567,285,2292,1135,6619,1962,6218,3286,3074,1833,2294,1694,2017,1737,2189,1784,2167,1626,2333,1836,2396,1769,2676,2078,3898,2387,4460,4038,1840,3601,1064,1672,1143,1663,709,1430,424,1432,14,299,0,0,0,0,0,0
2020-11,일산선,380,백석,42,0,3738,2357,9149,5330,21370,11756,22068,26276,14583,14519,12632,12621,13468,11141,14247,12432,14367,14480,14173,14139,16612,14345,17232,15838,21086,18766,24096,23836,12684,23716,10017,13355,9706,10439,6438,9865,2343,5056,1,5,0,0,0,0,0,0
2020-11,일산선,381,마두,35,1,2792,1187,8599,4229,15906,7692,15232,21278,10346,14359,9806,9885,10665,9797,11112,8731,11497,11906,11487,11140,13112,10837,13147,11292,15313,13043,18070,16650,7494,16439,5609,9245,5552,7210,3890,6849,839,4216,2,5,0,0,0,0,0,0
2020-11,일산선,382,정발산,53,0,1838,926,4966,3151,9054,5460,9656,17989,6756,17062,6575,10381,7957,9936,8960,9965,9898,12969,11596,11632,13210,10904,13991,11473,17041,13370,21377,17255,11035,13696,12144,7578,9119,5450,7133,4266,1902,3389,2,6,0,0,0,0,0,0
2020-11,일산선,383,주엽,114,2,4496,1005,14200,2992,25492,6607,22978,14240,15275,11288,12671,9514,13111,10076,12930,10984,12241,12906,11638,12381,13136,14217,14374,14760,13929,16338,13675,22993,7017,23337,6148,13565,4808,10647,3975,8607,713,6253,1,384,0,0,0,0,0,0
2020-11,일산선,384,대화,159,2,6297,1139,25053,4726,58801,13331,42120,18794,25232,13432,18955,10849,17754,11137,17219,12598,16095,14577,16078,13378,17722,15041,18376,15507,21930,19160,21625,27640,9938,30455,7772,19726,6003,15488,4352,15063,1142,6954,7,2655,0,0,0,0,0,0
2020-11,중앙선,135,회기,731,4,10806,3204,19207,12253,51303,25296,66047,48980,40813,29977,31246,28714,31705,25231,36228,27205,35029,32501,35174,30791,39281,31779,42660,35064,55529,47777,46893,67806,26385,54822,22040,32806,23302,36249,19808,30932,9842,19407,382,4498,0,0,0,0,0,0
2020-11,중앙선,152,중랑,117,2,5897,514,8618,2013,21053,2862,20465,5909,12260,4347,8218,4139,7513,4422,7387,5301,7926,5573,6855,6875,6297,8776,6430,9450,6639,13601,6739,21163,4304,13387,2952,10512,2767,9000,1860,6782,820,3638,64,865,0,0,0,0,0,0
2020-11,중앙선,153,상봉(시외버스터미널),409,10,5874,701,8113,2072,19524,4581,23219,8140,12757,5949,8403,4088,6858,4880,8044,5722,7061,6593,7063,6586,6863,8464,7435,9265,8231,13167,9326,21524,6528,19185,4945,10860,4276,8411,2881,8517,1155,4798,85,1584,0,0,0,0,0,0
2020-11,중앙선,154,망우,270,0,6655,830,11475,2709,27448,5081,24274,13371,14389,8074,10622,6724,10161,7375,10782,7924,10576,9533,9797,9635,9680,12163,11003,14233,11422,18331,11147,26483,7734,18117,5197,11747,4348,8914,3001,8024,1301,5345,79,1132,0,0,0,0,0,0
2020-11,중앙선,155,양원,14,0,1454,321,2005,2589,4701,6567,3587,5097,2588,1978,1845,1789,1984,1486,2230,1323,2203,2119,2201,1889,4613,2135,5361,2278,3679,2554,2422,3764,1264,2708,608,2075,497,1397,383,1359,82,769,8,139,0,0,0,0,0,0
2020-11,중앙선,156,구리,656,19,8530,1706,19064,6251,57307,9875,47991,19010,22926,16856,16881,12815,16692,12369,17110,11775,16193,17268,15059,15252,16079,18311,18738,21864,21817,29880,20574,46618,12450,44364,11061,24152,7516,18902,5880,17546,1844,11054,142,2129,0,0,0,0,0,0
2020-11,중앙선,157,도농,611,3,6509,1471,17509,5979,48951,7040,41341,13140,20001,7679,13827,5961,12100,6683,11680,7110,10662,8152,9666,10184,10152,9461,14433,16421,14288,20264,12602,32441,6284,32890,4827,17354,4026,14456,2680,11740,1040,8291,122,2821,0,0,0,0,0,0
2020-11,중앙선,158,양정,75,0,279,131,737,938,2104,1963,1679,2874,990,1340,734,928,922,1042,908,757,1111,786,1240,764,1280,629,1870,815,2775,1113,2735,1312,957,1154,418,586,372,527,177,525,76,269,11,134,0,0,0,0,0,0
2020-11,중앙선,159,덕소,1329,4,3209,647,9194,1563,23034,3519,22031,6663,11964,4980,9343,4385,8283,4779,7906,6454,8175,5614,7254,6514,6978,8088,7280,9889,7178,13333,6801,19455,3692,18195,3128,11155,2716,7155,2019,7892,737,5669,142,1766,0,0,0,0,0,0
2020-11,중앙선,160,도심,0,0,1475,371,4872,873,12490,1615,9138,5598,4913,1936,3251,1242,2850,1722,3053,1964,3041,1821,2264,1878,2537,2780,3173,2412,3757,4321,3250,4548,1571,7110,1280,3362,852,2049,694,3179,235,1600,26,478,0,0,0,0,0,0
2020-11,중앙선,161,팔당,0,0,209,79,626,536,1330,1309,1379,2105,972,3722,1036,2547,943,2432,1087,2195,1324,1407,1804,1552,2266,1555,2707,1367,2886,1675,2245,1444,1874,1243,1333,509,1211,406,1010,447,136,209,13,75,0,0,0,0,0,0
2020-11,중앙선,162,운길산,0,0,190,106,624,403,1356,702,1577,1336,889,2248,734,2662,831,2463,954,1877,1538,1251,2230,1313,3006,962,3136,1010,2614,973,1277,874,674,1075,585,533,240,550,98,536,37,353,6,90,0,0,0,0,0,0
2020-11,중앙선,163,양수,0,0,695,154,1799,798,6156,1922,3594,2605,3228,3478,2699,3462,2823,3105,2646,3128,3201,3094,3346,3264,4088,2665,4818,3179,4117,4102,3327,3575,1299,3458,1318,3499,879,2169,392,2229,206,774,18,423,0,0,0,0,0,0
2020-11,중앙선,164,신원,0,0,89,3,217,123,408,317,352,505,360,507,248,605,306,438,282,292,403,330,586,324,766,249,670,262,647,284,469,343,146,167,84,166,56,148,24,95,15,63,1,31,0,0,0,0,0,0
2020-11,중앙선,165,국수,0,0,462,45,1022,253,1930,462,1594,1835,1676,1267,1047,1093,1163,1361,1048,1032,1424,992,1409,1076,1810,1084,1975,1268,1369,1413,845,1457,496,1328,248,1048,208,1130,68,694,55,506,14,206,0,0,0,0,0,0
2020-11,중앙선,166,아신,3,0,358,47,707,167,1799,557,1163,935,1022,847,956,927,864,886,867,728,882,838,908,924,975,847,1113,719,1144,1662,996,1274,509,1124,305,624,253,982,138,582,59,422,5,213,0,0,0,0,0,0
2020-11,중앙선,167,오빈,0,0,120,1,416,256,914,260,711,550,653,398,504,398,388,404,478,440,522,418,404,328,475,525,507,531,713,868,451,680,165,404,123,283,64,429,48,332,14,159,3,58,0,0,0,0,0,0
2020-11,중앙선,168,양평,21,1,1227,40,2540,1715,6598,2851,4198,6334,3549,3764,4402,4614,3806,5337,4514,5113,4789,4141,5357,5056,6009,4939,5892,4117,6557,6587,5525,4572,2584,4548,2451,4092,2031,2448,1390,2328,650,2121,93,758,0,0,0,0,0,0
2020-11,중앙선,169,원덕,24,0,327,1,390,78,665,305,793,523,717,510,713,860,539,781,528,706,608,355,757,616,896,640,844,544,680,969,486,545,190,622,114,344,71,429,19,255,12,182,0,93,0,0,0,0,0,0
2020-11,중앙선,170,용문,241,2,737,9,1733,435,2877,1666,3509,3242,2435,2256,2913,4074,2434,8343,3638,6603,4482,5034,6074,4609,8009,2592,7841,3990,5177,3779,2722,2592,1530,2541,851,2336,628,1323,277,1279,80,1139,0,602,0,0,0,0,0,0
2020-11,중앙선,171,지평,0,0,0,0,0,0,247,87,134,364,4,0,330,345,1,2,0,0,0,0,0,0,7,0,807,352,2,2,18,42,121,121,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11,장항선,224,봉명,15,0,958,275,1410,729,2278,3304,1881,3291,1882,2240,2260,1941,2115,1271,1828,1363,1439,1882,1969,1457,2204,1375,1937,1110,2739,1916,1707,1603,810,1485,569,1099,503,796,315,731,429,519,2,107,0,0,1,0,0,0
2020-11,장항선,225,쌍용(나사렛대),35,0,1726,159,2955,559,6416,1639,4933,3274,2562,2192,2367,2058,2589,1948,2772,2740,2628,2499,2845,2175,2645,2791,2882,2246,3550,5093,3252,4777,1905,4358,1504,2967,1272,2108,970,1744,565,1750,16,195,1,0,0,0,0,0
2020-11,장항선,226,아산,53,0,716,473,1624,2010,5648,4937,5018,6061,2994,3858,2770,4521,3619,3260,4047,4319,3585,4153,5093,3654,5954,4128,5153,3275,6223,6536,8617,5775,6283,5245,3767,3108,3994,2811,3025,1645,1694,1222,12,148,0,0,0,0,0,0
2020-11,장항선,227,배방,66,0,855,186,1462,634,2055,1059,2288,1593,1511,1060,1030,1225,1321,1063,1309,1335,1461,1280,1660,1259,1391,1376,1481,1728,2075,2470,2209,2236,1343,2223,760,1570,902,1441,696,1138,402,953,0,11,0,0,0,0,0,0
2020-11,장항선,228,온양온천,543,2,1591,461,3359,1903,6519,3467,7991,7078,6336,4784,4730,5965,6481,8078,6174,7549,7705,5884,7486,6107,7188,6218,6608,6157,5974,6160,7752,8315,2992,6929,2497,4514,2105,3955,1354,3125,775,2275,2,13,0,0,0,0,0,0
2020-11,장항선,229,신창(순천향대),339,0,437,57,883,447,1903,1545,1613,6597,1662,2805,1595,2552,2598,2618,2841,2793,2923,2462,3096,2338,4212,2128,4737,2312,3169,1891,5849,2989,1791,2348,1785,2289,1465,2078,900,2049,376,1507,0,45,0,0,0,0,0,0
2020-11,경의선,173,신촌,0,0,171,4,377,958,559,2810,577,6418,468,2139,511,1372,529,965,735,1549,677,1284,762,972,969,811,1840,674,3326,1361,3234,1476,1318,998,1179,587,1089,215,909,72,443,300,1,43,0,0,0,0,0,0
2020-11,경의선,174,효창공원앞,3,0,563,179,1730,1879,4357,4744,5902,14684,4123,8820,2577,3376,2502,2948,2823,2738,2814,2715,2988,2925,3342,3122,4249,3535,6275,4560,12544,6855,5333,5127,2963,3535,2618,3263,1737,2838,798,1843,44,460,0,0,0,0,0,0
2020-11,경의선,176,서강대,4,0,365,61,1413,1280,2763,2988,3632,7128,2449,5516,1967,2745,2134,2789,2542,2319,2552,2657,2690,3032,2808,2507,3810,3060,5435,3523,5866,4350,3273,2956,3004,1613,3469,1781,3017,1183,1177,954,108,224,0,0,0,0,0,0
2020-11,경의선,178,가좌,0,0,2171,298,6363,2928,19704,3530,23547,7254,10246,6278,7557,4738,6492,4788,7345,4963,6540,7021,6138,6614,6279,7272,8104,8883,7586,11060,7910,16140,4477,13997,3172,7390,2785,5567,2192,5127,856,3475,42,610,0,0,0,0,0,0
2020-11,경의선,180,수색,0,0,749,319,1707,2578,4022,4702,3862,16011,2686,8519,1970,3163,2012,2013,2117,2104,2365,2826,2411,2155,2804,2290,3849,2412,7980,3713,12369,3002,5553,3137,2939,1849,2212,1355,1553,1320,530,782,30,167,0,0,0,0,0,0
2020-11,경의선,181,화전,0,0,534,241,1165,816,3420,1875,3965,5867,2258,3693,2109,3146,2299,2044,3000,2391,2849,3117,2701,2703,3360,2202,4301,1955,5057,2498,4535,2905,2491,2594,1729,1773,1168,1769,921,1902,500,902,20,331,0,0,0,0,0,0
2020-11,경의선,182,강매,1,1,1840,209,4961,1006,16669,1140,15804,3232,6661,1206,4125,1172,3591,1472,3521,1763,3134,2129,2576,2231,2662,2955,2730,3895,2900,6130,3347,9635,1229,10398,797,5897,760,4580,490,4338,186,2587,8,904,0,0,0,0,0,0
2020-11,경의선,183,행신,2,0,3345,904,11168,4238,38594,4445,33014,9688,14141,6077,8935,4357,9303,5311,9079,6460,8119,7711,6663,7182,6694,8348,9761,11310,12006,17070,10071,34967,5508,29700,6068,13225,4361,11871,4497,9982,1675,5701,329,2015,0,0,0,0,0,0
2020-11,경의선,184,능곡,3,1,2313,372,5623,2211,15802,2567,14531,5024,8026,2964,5382,2781,4761,2996,4863,3388,4791,3529,3918,3879,4023,4807,4922,5668,5445,7667,4629,10973,2889,9325,1993,5707,1532,5242,1092,4586,486,3169,44,1368,0,0,0,0,0,0
2020-11,경의선,185,곡산,0,0,229,170,704,469,1761,1434,1385,2645,813,951,608,582,559,528,854,605,617,622,651,697,963,633,999,866,1575,876,1637,1560,604,914,531,842,359,612,225,398,67,296,6,73,0,0,0,0,0,0
2020-11,경의선,186,백마,1,0,3143,1086,13533,2136,33175,6350,24501,10614,11395,5302,8067,4216,7701,3841,8513,5497,7165,5588,6712,6134,7085,6980,8199,8915,8979,11008,10738,23312,4241,22399,3190,12448,3581,11351,2643,8356,848,6494,54,1303,0,0,0,0,0,0
2020-11,경의선,187,풍산,2,0,2899,327,9223,1681,22314,4008,18417,7299,10142,5020,7134,4145,6632,4346,6936,5161,6582,5468,6330,5401,6549,6280,7709,7636,7498,10737,7973,17710,3909,14918,3574,10348,3799,8720,2274,6473,831,5411,72,1133,1,0,0,0,0,0
2020-11,경의선,188,일산,8,0,6338,911,18880,4222,47266,6104,31437,13211,16070,6620,10979,6057,11395,6480,11725,8529,10463,9460,9988,10667,10856,10346,12910,14618,10537,17834,11711,31981,5847,34349,4347,16600,3980,15381,3190,11877,1011,7123,185,2778,0,0,0,0,0,0
2020-11,경의선,189,탄현,57,0,4763,514,16163,2561,38387,5511,23815,8737,13100,5418,9699,4056,9135,4591,9190,5987,7947,6160,7610,6947,8102,8145,8752,9823,9195,16497,10263,24594,5207,29786,4129,15544,3817,11832,2831,10290,1143,5310,186,3184,0,0,0,0,0,0
2020-11,경의선,190,야당,30,0,3897,306,12364,2709,23456,4430,19111,7923,10326,6070,7946,3927,7193,4499,7378,5115,6665,5875,6389,6332,6927,7044,8177,8319,9048,15192,8280,20796,5703,18964,4931,12049,5195,9579,4095,8335,1801,4370,371,2605,0,0,0,0,0,0
2020-11,경의선,191,운정,24,0,3178,257,14051,3503,28309,5822,22907,9762,10572,4558,8114,3696,6858,4020,7329,4930,6943,5577,5939,5865,6350,7030,8477,9105,9648,12612,9717,19873,4406,19251,3105,10630,2703,10226,1817,7785,695,3800,90,1906,0,0,0,0,0,0
2020-11,경의선,192,금릉,39,0,2505,246,7391,1910,17123,4216,11036,9951,7193,4424,5667,3500,5653,3241,5916,3542,5330,5044,4951,4689,5417,5291,6015,7391,7873,9602,8979,12975,4211,12597,3675,6111,2977,6235,2161,5597,540,3423,103,1788,0,0,0,0,0,0
2020-11,경의선,193,금촌,56,3,3109,300,9136,3877,17618,9939,16724,15160,10613,7894,8541,6670,8745,6274,8795,7740,9184,8923,8351,7774,8937,8987,10449,11203,12772,12649,14736,15798,6927,14600,5181,8631,4077,8453,2679,6047,796,4314,121,1839,0,0,0,0,0,0
2020-11,경의선,194,월롱,21,0,443,42,700,2816,1770,9124,2195,13031,1651,4657,1386,2808,1872,1616,2810,2968,2744,1919,2290,1503,4314,1655,6166,2097,10090,2387,12200,2615,4185,2563,3259,1971,2085,2095,919,1784,149,1288,15,506,0,0,0,0,0,0
2020-11,경의선,195,파주,46,1,801,21,1182,590,2541,1888,2492,5788,1390,3520,1346,1880,1481,1177,2637,1633,1706,1876,1715,916,3061,1112,4126,1113,5544,1246,4128,1461,1192,1482,898,1040,1087,889,308,810,123,633,4,209,0,0,0,0,0,0
2020-11,경의선,196,문산,946,1,2940,9,7966,2266,15161,7005,13874,13429,8415,5792,6940,5678,6653,5941,7750,7414,8062,5082,8011,6137,7643,9037,8553,8234,10970,9622,10479,14152,4369,10808,3562,8478,2980,6443,1544,4961,372,3990,1,2478,0,0,0,0,0,0
2020-11,경의선,197,임진강,0,0,0,0,0,0,0,0,0,0,8,108,43,268,0,0,0,0,0,1,0,0,92,72,138,7,361,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11,경의선,198,서울역,2,0,900,9,860,6261,2230,19387,2919,41279,1487,13143,1282,5876,1529,4241,2398,4373,2922,4528,3558,2663,4122,3005,7166,2345,18442,5718,25305,4299,11322,2982,7117,2501,3739,849,676,110,1660,913,0,88,0,0,0,0,0,0
2020-11,경의선,199,공덕,7,0,470,80,1677,1556,4211,6321,4745,17829,3301,8315,2442,2969,3078,2929,3745,2705,3726,2572,3870,3113,4141,2819,5186,3370,8736,4762,16082,6324,6674,4172,5180,2452,5112,2436,3608,1886,1663,1103,85,379,0,0,0,0,0,0
2020-11,경의선,200,홍대입구,20,1,291,51,735,597,1337,1892,1557,5472,1183,3767,1017,2594,1043,2755,1361,2935,1682,3231,1845,3324,2101,2917,2757,3709,4326,4212,5699,4990,3751,3475,3495,1741,4373,1644,4131,1125,1810,923,133,319,0,1,0,0,0,0
2020-11,경의선,201,디지털미디어시티,1,1,793,451,2219,1882,9403,2142,9009,3925,4261,2667,2868,1701,3012,1700,2907,2215,2768,2646,2688,2354,3000,2693,3968,3264,4962,5215,5155,9116,3029,7317,1813,3940,1693,3097,1243,3147,621,1808,33,368,0,0,0,0,0,0
2020-11,경의선,203,계양,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11,경춘선,205,신내,7,0,612,507,1575,3651,4959,3857,4874,4916,2394,1550,1793,1349,1763,1167,1784,1281,1780,1504,1781,1678,2690,1909,3191,2030,4191,3253,3525,3968,1387,3187,767,1468,660,1377,549,972,263,757,3,105,0,0,0,0,0,0
2020-11,경춘선,206,갈매,6,0,1511,294,3747,1303,17333,2262,10632,5322,5854,2115,3344,2407,2638,1696,3447,2055,2971,2430,2893,2834,2737,3470,3984,3213,3991,5385,4678,10187,2214,8746,1640,4766,2193,2644,1270,3181,620,1684,10,538,0,0,0,0,0,0
2020-11,경춘선,207,별내,40,0,904,1335,2316,3973,10169,4069,8029,6172,4295,3027,3152,2330,2907,2595,3255,2764,2981,2682,3137,3161,3939,3514,5661,3279,6859,5635,5477,7735,2676,7143,2118,3829,2045,2217,1655,2243,986,1155,28,242,0,0,0,0,0,0
2020-11,경춘선,208,퇴계원,8,0,2496,499,5428,1907,18556,3413,13126,4482,8118,2245,5160,2358,4119,2536,4677,2883,4224,2898,3367,3480,3805,4447,3904,5555,4759,7981,5486,12366,2572,10480,1734,6556,1508,3916,1049,4855,423,2479,30,798,0,0,0,0,0,0
2020-11,경춘선,209,사릉,36,1,2340,727,5796,2153,17627,5260,12422,6895,6837,2638,4361,2592,3718,2453,4026,2577,3852,2363,3166,3414,3595,3124,3598,5436,5621,6375,7123,11269,2760,11041,1583,4816,1313,5220,790,4471,259,2246,15,638,0,0,0,0,0,0
2020-11,경춘선,210,금곡,1,0,1095,300,2411,935,4733,1721,4527,4317,2807,1807,2422,1299,2007,1327,2003,1604,2209,1624,1699,1848,1959,1922,2075,2434,2359,2889,3416,3714,1210,3493,746,1527,583,1708,428,1277,180,948,6,218,0,0,0,0,0,0
2020-11,경춘선,211,평내호평,618,9,5045,889,8971,2290,27867,4557,17906,9387,9638,5717,8339,4881,7562,4100,7871,5937,6793,6221,6485,7354,6619,7213,7432,8480,8083,15110,8189,17057,4691,20458,3560,9377,3688,8481,3003,6263,1472,5214,58,1902,0,0,0,0,0,0
2020-11,경춘선,212,천마산,4,0,919,276,3238,639,7282,1511,5401,1152,3946,1544,3009,1518,2263,1463,2480,1693,2128,1881,2136,2090,1821,2570,2067,2558,1810,3361,1913,4607,834,4615,515,3115,465,2352,405,1437,103,1041,12,271,0,0,0,0,0,0
2020-11,경춘선,213,마석,22,0,1377,400,6237,2506,15983,5727,10031,6414,7439,4466,5781,3937,5202,3603,5978,3992,4888,5549,4889,4887,5108,5935,6246,5239,6626,7971,7312,9113,3099,12861,2578,6105,2031,4799,1444,3685,554,1848,12,833,0,0,0,0,0,0
2020-11,경춘선,214,대성리,0,0,387,56,914,204,1232,610,961,1115,855,679,1205,995,1684,742,1047,889,894,1138,908,1380,1049,1222,1454,1404,1457,1153,1173,893,533,715,327,612,175,353,104,308,51,213,0,2,0,0,0,0,0,0
2020-11,경춘선,215,청평,3,1,891,89,1849,526,2914,1530,3908,2912,2723,2193,2544,2369,3379,2096,2799,2529,2659,2337,2509,3036,2736,2356,3129,3674,3675,3610,2715,2987,1111,3053,774,1555,554,1552,288,1129,91,808,4,214,0,0,0,0,0,0
2020-11,경춘선,216,상천,0,0,89,30,259,150,549,149,650,643,437,686,318,839,406,880,458,612,499,399,944,398,865,362,1052,472,707,339,368,467,192,318,82,242,63,183,21,128,15,68,3,33,0,0,0,0,0,0
2020-11,경춘선,217,가평,0,0,623,113,1398,932,1975,1970,2914,4284,2186,3122,2290,3478,3289,3526,2658,4373,2471,2827,3178,3362,4081,2952,5038,2337,5464,2565,4146,3104,1348,2110,1087,1453,769,1203,392,1097,194,662,15,264,0,0,0,0,0,0
2020-11,경춘선,218,굴봉산,0,0,27,0,69,20,135,133,228,303,185,261,124,619,206,322,211,275,340,240,457,204,470,205,380,175,314,162,181,133,70,114,43,89,20,39,5,29,13,37,0,8,0,0,0,0,0,0
2020-11,경춘선,219,백양리,0,0,2,19,22,50,41,167,95,321,61,191,120,303,183,280,175,199,283,142,266,103,301,111,268,73,304,100,213,116,40,64,51,44,38,37,21,30,4,39,0,7,0,0,0,0,0,0
2020-11,경춘선,220,강촌,3,0,83,10,172,98,274,237,453,1976,467,1600,398,1823,978,1621,798,1057,917,894,1413,661,1840,734,2293,582,1855,490,921,588,437,373,204,271,247,259,85,179,21,169,2,18,0,0,0,0,0,0
2020-11,경춘선,221,김유정,2,0,51,3,176,53,278,435,326,538,268,881,270,1072,312,1379,471,1006,705,797,1063,710,1173,558,1285,483,977,459,597,399,225,265,125,181,72,125,26,105,20,96,6,25,0,0,0,0,0,0
2020-11,경춘선,222,남춘천,450,2,1211,11,3225,648,3004,1954,3425,3471,3622,3555,3082,2994,3565,5453,3786,6339,4666,3943,5469,3918,5223,4597,5356,3726,5388,5489,3947,3455,2608,6152,2562,2962,2096,2137,1218,2422,399,1970,5,782,0,0,0,0,0,0
2020-11,경춘선,223,춘천,276,0,384,6,1455,304,1194,1222,1460,3052,1573,2933,1633,2421,1867,3556,2018,3154,2681,3106,3405,2323,4320,2389,5067,1558,4139,2228,3069,1451,1623,2323,1405,1181,959,963,547,934,118,643,2,431,0,0,0,0,0,0
2020-11,수인선,340,고색,246,1,1506,324,3943,1543,8971,7103,7312,11835,3824,2142,2789,1500,2720,2001,2935,1916,2617,2335,2551,2492,2693,2473,3585,3698,7143,4708,11492,7061,3671,7005,3566,4677,2423,3798,1228,3094,440,2165,7,1277,1,0,0,0,0,0
2020-11,수인선,341,오목천,2,0,376,9,2485,913,5622,2101,6601,5212,3993,2771,3252,2451,3055,2166,4007,2571,3610,3148,2830,2476,3488,2735,6478,4146,5469,3715,6176,7493,2496,4526,1589,2650,1312,2552,1006,3148,358,1864,11,180,1,0,0,0,2,0
2020-11,수인선,342,어천,0,0,96,1,455,520,958,1162,1131,1291,849,716,802,620,752,669,896,553,934,716,788,760,890,789,1103,1089,1552,920,2160,1649,886,930,537,651,347,688,172,604,74,305,2,52,0,0,0,0,1,0
2020-11,수인선,343,야목,3,1,120,2,185,181,444,228,500,291,315,212,273,233,279,161,287,229,351,231,277,248,312,231,425,295,536,320,436,471,220,375,153,223,66,294,72,204,41,142,0,18,0,0,0,0,0,0
2020-11,수인선,344,사리,0,0,1855,117,5976,1068,13127,1671,13101,2988,6690,1633,5070,1912,4771,1764,4902,2524,5135,3265,4033,3036,3874,4407,4059,6172,4518,6967,4453,14350,2677,9848,1637,6077,1531,6098,1481,4966,594,3705,27,414,8,0,6,0,2,0
2020-11,수인선,345,달월,0,0,6,9,23,142,84,170,115,330,58,64,76,95,101,91,94,72,78,75,69,86,146,59,146,57,499,91,484,115,73,36,28,43,16,38,21,33,16,25,0,2,0,0,0,0,0,0
2020-11,수인선,346,월곶,1,0,1118,340,3388,1358,9339,1997,7872,2816,4061,2612,2981,2219,3039,2742,3192,3245,3460,2937,3393,2881,3359,3368,3972,3975,4415,5885,3874,8557,2718,5203,2109,3689,2065,3676,1341,2620,606,1591,4,261,0,0,0,0,0,0
2020-11,수인선,347,소래포구,8,0,2355,393,5631,2050,14590,3086,11569,6324,6085,5366,5200,7080,6809,13051,8807,16770,11070,12351,14361,11449,16585,9773,14014,9511,10794,9656,8369,13289,4744,9142,4165,6117,4125,5632,3134,4230,1442,2978,23,571,0,0,2,0,0,0
2020-11,수인선,348,인천논현,1,0,1852,521,5451,3811,13587,7805,13009,12838,7063,7678,6005,5896,6602,6117,7041,6515,6986,8047,7105,7690,7662,8190,8581,9887,11018,13561,12380,17643,7106,11449,6359,7535,7028,6205,4284,4692,2266,3078,15,706,1,0,0,0,1,0
