사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-11,9호선,603,김포공항,25,0,1258,1566,3417,11691,7872,18035,10578,21509,9088,21464,8664,18642,11325,19258,9735,20954,10973,26107,16637,23226,16118,21120,16299,26495,18000,28302,22150,29481,14841,19354,15271,8732,17337,3941,11938,2565,1326,1553,13,629,0,0,0,0,0,0
2020-11,9호선,604,공항시장,3,0,2951,164,4066,1163,8295,1797,9264,3926,5071,2635,3849,3122,3908,3014,4259,3037,4064,3590,3772,3830,3940,4504,3847,5513,4044,6459,3862,9685,2360,9118,2146,5728,1766,4887,1114,4419,490,3124,0,274,0,0,0,0,0,0
2020-11,9호선,605,신방화,7,0,4426,750,10374,2669,26044,4244,24940,10309,13189,5436,8997,4713,8053,5316,9020,6739,8580,7028,7651,6902,7953,9952,9286,10233,8414,13415,9587,22962,4954,19838,4240,11272,3394,10544,2537,8686,794,5602,0,117,0,0,0,0,0,0
2020-11,9호선,606,마곡나루(서울식물원),4,0,3542,825,8615,6516,25521,10268,26833,36012,12964,18169,9154,10330,9082,8678,10864,9817,11250,10458,11560,10558,12776,11232,15887,12729,24606,18828,34035,30060,15842,27073,12743,15180,13101,13566,9620,11892,3878,8494,71,517,0,0,0,0,0,0
2020-11,9호선,607,양천향교,2,0,4161,951,8513,4662,27473,9381,28049,34102,13833,16463,9929,8306,9829,7526,11510,8657,10893,8442,10409,9624,11599,9523,13674,10880,18879,15580,29004,25071,11021,24272,7078,14853,6250,12613,3923,11534,1348,8275,3,72,0,0,0,0,0,0
2020-11,9호선,608,가양,42,1,13240,1768,22282,9728,67236,22305,69859,40183,38056,24556,25925,15102,25646,16075,26952,16951,25166,20803,23134,21636,25192,24341,28555,29848,34510,37908,40694,64205,19441,55642,13638,32851,11377,30782,7736,25551,2212,15703,2,777,0,0,0,0,0,0
2020-11,9호선,609,증미,1,0,2038,793,6749,2550,19131,6740,19869,31408,9600,10000,7331,6333,7538,5664,8090,6233,7909,7249,7880,7166,8398,8992,8836,8866,12976,10700,27341,19819,8312,17038,5219,8094,4354,7694,2930,5965,984,3894,0,95,0,0,0,0,0,0
2020-11,9호선,610,등촌,6,0,4567,901,12191,3904,37976,6587,45856,17199,20028,10254,13560,7866,13173,8787,14158,9986,13274,11696,12596,11840,12324,14775,14008,16867,14926,22869,17522,37049,8224,34046,6622,17594,5522,14524,4093,12715,1656,7992,0,6,0,0,0,0,0,0
2020-11,9호선,611,염창,3,1,10562,547,23856,4484,68888,7273,79236,21812,40105,11462,23137,9315,19423,9593,20461,12496,19612,13818,16475,15028,15674,19248,16805,23650,20517,39642,23877,65518,12271,59998,9140,35639,8104,30772,5707,26635,1885,18581,0,473,0,0,0,0,0,0
2020-11,9호선,612,신목동,0,0,1618,312,5200,1773,17188,2693,17476,5346,7997,2566,4592,1918,4206,2780,4734,3087,4401,3508,3756,3347,4072,3687,4779,5195,5863,7505,5502,13643,2642,10774,1812,5902,1695,5974,1579,5156,377,3156,0,53,0,0,0,0,0,0
2020-11,9호선,613,선유도,10,0,1719,937,4539,4566,17494,10682,20878,35466,9008,15381,5879,6185,6251,6472,7251,6192,7556,6881,7441,6978,8236,7290,11540,8503,18298,10472,32215,17895,11765,14389,6655,7212,5656,6422,3838,5248,1395,3160,2,54,0,0,0,0,0,0
2020-11,9호선,614,당산,19,0,7807,1167,15539,5741,46937,14047,54242,39759,30414,23107,20838,14219,20852,14534,23032,16073,22446,18157,20937,18383,21324,20653,23546,24634,31389,38422,44933,60746,22825,46234,18314,29218,17155,26941,13151,23838,5178,16293,5,702,0,0,2,0,0,0
2020-11,9호선,615,국회의사당,3,0,858,1695,1711,8836,3479,39910,5876,142277,5224,66937,7120,21112,10429,15129,12297,13054,13706,14827,16776,11449,18592,9660,25167,8364,62910,9668,109398,10489,36998,6588,22049,3934,20160,3081,12456,2288,3321,1468,0,5,0,0,0,0,1,0
2020-11,9호선,616,여의도,10,0,2313,1652,3583,18676,7738,111796,10105,143239,10017,56569,10900,21354,15734,19927,16082,17913,19411,19653,21294,16827,25870,15237,36914,15122,107159,17477,127567,21116,53256,14690,35827,8148,31806,7289,18348,6086,4880,3498,1,130,0,0,0,0,0,0
2020-11,9호선,617,샛강,15,0,972,783,1723,3795,4001,13833,5490,33137,4067,13564,3785,6536,4316,5945,4828,5074,5456,5593,6097,5798,7166,5040,9117,5909,16825,7443,28396,10619,10371,6487,7466,3691,7344,2847,4715,2503,1993,1621,2,27,0,0,0,0,0,0
2020-11,9호선,618,노량진,313,1,14564,1745,21293,14361,55316,43976,84424,64394,45741,37134,27587,24116,26680,22704,30006,28847,34693,32296,29032,27792,28954,31979,33686,36384,44139,54326,57557,82479,29230,55971,29148,35196,35635,35082,41255,29257,10003,19683,4,802,0,0,0,0,0,0
2020-11,9호선,619,노들,9,1,3412,241,4569,1218,14961,2283,20233,3799,10367,2960,7169,3242,5700,3038,5858,3862,6193,4247,5581,4285,4862,6214,5472,6578,5823,9050,5502,15365,3209,11326,2255,6645,2212,6647,1565,5212,542,3406,0,42,0,0,0,0,0,0
2020-11,9호선,620,흑석(중앙대입구),7,0,3064,1060,5322,4956,14789,10151,20920,14655,12779,11822,10136,9668,10075,7841,10842,9919,10866,11574,11107,9612,11748,11848,13614,12876,18867,16908,15207,24698,8591,17367,7376,10936,7095,9795,6529,8522,2769,5869,2,30,0,0,0,0,0,0
2020-11,9호선,621,동작(현충원),11,0,917,227,1569,1537,4537,1575,6322,2808,3396,1907,2389,1679,2132,1766,2634,1751,2674,1878,2411,2013,2674,1901,3435,2013,3265,2548,3807,4137,1795,2964,1349,1723,1210,1806,901,1682,389,1008,0,1446,0,0,0,0,0,0
2020-11,9호선,622,구반포,3,0,531,239,1602,1711,3987,3202,5697,6742,3581,5326,2853,3639,2897,3806,3663,4242,4157,4451,4412,4113,4490,4617,5438,4663,6658,5545,8140,7718,4649,5089,3577,2745,2891,2567,2011,2425,480,1777,1,73,0,0,0,0,0,0
2020-11,9호선,623,신반포,0,0,421,467,1566,4071,4808,6173,6774,8621,4089,5408,2958,3688,2854,2880,3293,2958,3852,3896,3879,3556,4790,4057,7538,3887,8926,4815,8308,7387,4467,5327,2893,2669,2684,2723,1757,2112,519,1536,0,19,0,0,0,0,0,0
2020-11,9호선,624,고속터미널,10,1,1884,1217,4375,11610,13179,17070,19139,24848,14083,25653,11433,24003,12927,24608,15423,25465,16758,27173,18353,26981,21483,29838,25443,29729,28011,34164,29577,40831,25545,26577,22821,16305,17006,13546,12778,10864,3907,6352,2,62,0,0,1,0,0,0
2020-11,9호선,625,사평,13,0,665,150,2315,2924,7855,4384,9370,6714,5434,3002,3513,2305,3357,2749,3906,3093,3888,3596,3578,3369,4283,3633,6724,4762,6496,6199,6528,9277,3753,7350,2312,3708,1710,3602,1288,2770,435,1736,0,0,0,0,0,0,0,0
2020-11,9호선,626,신논현,55,1,4115,1681,11674,14939,27038,42787,41927,88465,27390,95332,21377,51607,25110,38392,31055,37535,34825,42559,36067,38430,42490,38873,51647,42863,75718,54764,105701,87188,75277,54798,56861,26016,60286,22152,49518,17137,19120,9875,9,1029,1,0,0,0,1,0
2020-11,공항철도 1호선,640,서울역,76,0,2140,601,1746,7587,7722,13442,11653,20136,6714,15464,6758,11965,7626,11307,10727,10684,11025,10453,9020,9926,14019,10957,15657,11120,20608,12593,23416,14243,18092,11957,12753,6508,12666,5927,8820,4097,3975,2042,5,1112,0,0,0,0,0,0
2020-11,공항철도 1호선,641,공덕,25,0,990,234,1732,1045,5348,3267,4673,9517,2705,5049,1785,2932,1769,2630,2302,2991,2337,2882,2203,2831,2357,3248,2757,3528,4664,5405,7917,9469,3675,6100,2661,3285,2563,2947,1758,2869,997,1716,50,749,0,0,0,0,0,0
2020-11,공항철도 1호선,642,홍대입구,91,2,2363,361,3373,2940,7596,6114,10668,18519,7233,18006,5428,11753,6383,12316,8071,14565,9418,17112,10043,14837,12374,15910,15413,16779,21173,19594,26441,28025,20064,18287,18740,8280,21636,6938,19789,5911,8564,4291,639,1181,3,3,0,0,0,0
2020-11,공항철도 1호선,643,디지털미디어시티,68,2,2632,630,5677,4796,16846,23522,19262,84778,10797,38280,6828,13481,7167,9756,8542,9890,9455,10378,9817,8675,11782,8375,15046,9722,38625,13148,87110,22035,33039,14913,18542,8173,16440,7388,10766,5596,4349,3395,242,1218,0,0,0,0,0,0
2020-11,공항철도 1호선,644,마곡나루(서울식물원),7,1,1256,853,3026,7460,9322,18154,11059,47763,5541,23355,3408,6696,4081,4085,5414,4512,5927,4703,4975,4429,6605,4276,12333,4744,34418,7197,37688,12055,14761,7723,9152,4798,7091,4588,4777,4078,1510,2696,268,2205,0,0,1,0,0,0
2020-11,공항철도 1호선,645,김포공항,10,0,1623,1563,2780,10168,6410,19507,13586,19609,14331,12564,16217,10498,20817,9709,14433,11067,17085,12472,25865,11045,21562,9382,21659,12194,24198,12917,31197,12510,18733,7847,20375,4301,25861,1962,21077,1431,2833,786,112,537,0,0,0,0,1,0
2020-11,공항철도 1호선,646,계양,10,0,7227,514,17917,2712,51442,3478,42880,5658,22079,4430,13541,3329,11898,3971,11713,5100,10033,6345,8172,7517,7892,9083,9413,12800,9832,18558,8184,35596,4745,37176,3145,20441,2865,18948,1880,15805,767,9516,124,2233,0,0,0,0,0,0
2020-11,공항철도 1호선,647,검암,363,14,6488,296,13723,2295,36108,7175,26447,14774,13114,4685,8565,3573,8266,3492,8145,4223,6975,5263,6352,5669,6153,6498,7512,8535,9727,12629,13846,25131,4610,27454,3738,14122,3085,13096,2234,12465,838,7779,104,3199,0,0,0,0,0,0
2020-11,공항철도 1호선,648,청라국제도시,33,4,3227,62,14754,3110,29848,7150,18692,16683,9295,5309,6339,2588,6686,2813,6487,3758,6080,4217,4891,4402,5655,5309,7618,7304,12686,9273,18726,19879,4963,22333,3606,12120,2804,10254,2375,10217,716,5543,97,2254,0,0,0,0,0,0
2020-11,공항철도 1호선,649,운서,31,1,5268,345,8725,5133,16264,7863,17416,12184,7949,7482,7774,4200,8344,4654,8930,5148,7711,6204,7249,6353,8196,7729,10267,9053,13039,11236,10852,20038,5669,14194,5613,10886,5629,9722,3867,9766,1572,6425,174,2474,0,0,0,0,0,0
2020-11,공항철도 1호선,650,공항화물청사,1,0,411,437,890,6480,1705,13487,2146,18806,1717,3789,535,1854,700,2901,875,3033,1378,1620,2049,871,2696,679,4763,1342,8936,1227,15982,958,3838,1017,2363,1851,2631,856,2505,238,619,127,1,53,0,0,0,0,0,0
2020-11,공항철도 1호선,651,인천공항1터미널,2,3,664,2309,1541,5029,3075,11082,4998,17524,4288,4949,1723,5216,2883,6199,2946,7049,4250,4664,4891,4452,8218,4497,6451,4093,10894,6325,15844,2790,5870,1787,4159,2562,4787,1680,2629,967,422,632,5,338,0,0,0,0,0,0
2020-11,공항철도 1호선,652,인천공항2터미널,0,0,618,1302,1228,3599,1601,6956,3064,7946,2768,2662,737,1969,934,3919,1170,3637,1767,1704,2140,1659,4617,1663,3996,1923,6193,3420,8784,1066,3423,667,2289,650,2402,800,1218,300,287,193,0,262,0,0,0,0,0,0
2020-11,공항철도 1호선,653,영종,5,0,1975,129,5609,1460,10901,1939,7871,3626,5742,2135,4539,1823,4417,2517,4595,3027,3942,3198,3548,4240,3711,4044,4270,4384,4683,6889,3600,7233,2196,9520,1758,6068,1612,5287,1058,4741,557,3607,69,1488,0,0,0,0,0,0
2020-11,9호선2~3단계,627,언주,4,0,1247,983,2633,6624,5604,15838,8195,52234,6754,38385,6714,17060,7983,10219,9965,10023,10270,11643,11855,10098,13584,9509,17084,9332,30415,10594,47861,12550,23748,9505,13002,5793,11890,5367,8413,3833,2363,2904,0,202,1,0,0,0,0,0
2020-11,9호선2~3단계,628,선정릉,1,0,912,834,3567,5473,7702,14868,9272,51783,6903,42603,5418,17274,6519,11290,7909,9877,8938,11367,9770,10254,11236,9097,14370,9532,24344,10892,47048,13808,27026,10220,14202,6185,12626,6372,9081,5168,2672,2521,1,28,1,0,1,0,0,0
2020-11,9호선2~3단계,629,삼성중앙,0,0,727,405,2072,3999,4860,13403,5976,38772,4861,27305,4116,10411,4524,5507,5295,5680,6521,6569,6956,5616,7789,6238,10640,5775,19697,7584,36611,10670,16070,7524,9430,4309,8183,3586,5182,2831,1785,2107,1,11,0,1,0,0,0,0
2020-11,9호선2~3단계,630,봉은사,5,0,1357,1158,4461,9980,8304,31102,9206,90573,7613,63400,7442,27366,10801,23220,13789,21424,17158,21135,19156,20329,23304,16304,29461,17170,52487,19027,84939,19876,43634,12628,28785,6559,25616,6052,16008,4522,4074,2386,1,5,0,0,0,0,0,0
2020-11,9호선2~3단계,631,종합운동장,2,0,1140,265,3018,1834,8379,4326,10045,8585,6293,6538,4095,3858,4142,3518,4520,3827,5475,4563,4915,4445,4933,4879,6396,5676,8422,8454,10792,13588,6136,9554,5128,5413,5412,5007,4237,4163,1604,2596,0,19,0,0,0,0,0,0
2020-11,9호선2~3단계,632,삼전,6,0,3334,394,6125,2081,17216,3468,27287,9028,17019,6634,8404,4705,7306,4593,7685,5455,7806,5963,6959,6752,7046,7200,7963,9224,9524,14084,11438,22412,6353,19414,4716,11182,4389,10553,3526,9108,1063,7055,0,228,0,0,0,0,0,0
2020-11,9호선2~3단계,633,석촌고분,3,0,2077,284,4356,1901,13282,3824,23174,10396,13790,7588,7540,4726,6553,4082,6880,5062,7098,5556,6267,5503,6615,6952,7769,7554,8614,10985,11307,19595,5732,15515,4367,10055,3826,8654,3162,7090,890,4730,0,17,0,0,0,0,0,0
2020-11,9호선2~3단계,634,석촌,7,0,2490,137,7321,1685,20554,3859,28095,8980,17233,8898,9557,6073,8841,6353,9555,6767,9928,8014,8852,7549,9497,8463,10904,10579,12749,14719,14339,24398,8674,21093,7468,10857,7575,11660,6165,10169,2028,4524,0,26,0,0,0,0,0,0
2020-11,9호선2~3단계,635,송파나루,0,0,1728,222,3034,1508,10879,3159,14825,8853,8667,7097,4856,3937,4784,4383,4868,4902,5116,5932,5122,4968,5315,5907,5671,7632,7386,10267,10602,16100,5510,13240,5308,5958,5504,5883,3953,4780,1142,3353,1,11,0,0,0,0,0,0
2020-11,9호선2~3단계,636,한성백제,1,0,652,106,2072,1296,5748,1589,7425,5740,4343,3443,2825,2278,2559,2408,2876,2520,3197,2501,3194,3065,3461,2895,4460,3311,5231,3814,6283,6401,2497,5473,2089,3073,1929,2752,1327,2218,448,1455,0,4,0,0,0,0,0,0
2020-11,9호선2~3단계,637,올림픽공원(한국체대),8,0,1298,293,5955,4342,13214,4939,15893,12350,10927,7159,6046,5117,5732,5796,6467,6671,6852,7115,6480,7878,7927,8441,10539,10111,14261,12438,15016,17773,6300,14060,5162,8993,7428,8751,5798,7878,2812,4108,0,27,0,0,0,0,0,0
2020-11,9호선2~3단계,638,둔촌오륜,0,0,148,194,900,1545,3152,3814,3528,2486,1578,724,945,607,888,585,912,642,982,856,1055,823,1922,972,4476,1032,2554,1639,2022,2409,849,2169,488,1057,547,1177,348,1149,75,645,0,1,0,0,0,0,0,0
2020-11,9호선2~3단계,639,중앙보훈병원,2,1,2340,533,10271,4575,31664,9627,33014,16877,20989,11403,14452,11359,13907,7412,13008,8883,9540,11822,13015,9691,14179,9473,14148,9177,16967,13282,12262,23545,5081,21207,3576,11246,2940,11247,2140,10504,620,4904,0,739,0,0,0,0,1,0
2020-11,우이신설선,697,북한산우이,24,1,1259,549,2195,2753,7867,2349,8575,4349,4412,7542,3539,7764,3498,5838,4721,4596,5601,3957,6532,3630,6867,3378,7389,3466,6072,3795,3402,5075,2093,4680,1444,2678,882,2343,610,1879,238,1109,1,151,0,1,0,0,0,0
2020-11,우이신설선,698,솔밭공원,1,0,1435,386,3219,920,8710,1452,8797,2467,5687,2028,4163,2150,3512,2045,3770,2812,3453,3093,3172,3398,2989,3689,3438,4158,2814,4716,2232,6875,1352,6698,990,4119,753,3368,496,2766,227,1736,1,100,0,0,0,0,0,0
2020-11,우이신설선,699,4.19민주묘지,2,0,1324,121,2785,718,6854,1418,7867,5512,5447,4346,4116,3900,4592,3786,4717,4343,4682,4564,4987,4480,5473,4497,5495,4508,5416,5128,4254,6595,2502,6876,1980,3836,1561,3398,1007,2721,350,1956,0,3,0,0,1,0,0,0
2020-11,우이신설선,700,가오리,2,0,2092,349,5375,1234,14908,2084,16238,5070,9586,3212,6585,3653,6013,3552,6044,4325,5643,4498,5089,5171,4649,6610,4371,7672,4728,8363,4082,12512,2840,12483,1737,6620,1372,5976,947,4637,354,2546,0,1,0,0,0,0,0,0
2020-11,우이신설선,701,화계,4,1,1738,498,3454,1324,11115,1771,13496,4311,7800,2999,5568,3342,4908,3290,5393,3714,4900,4316,4569,4101,4303,4849,4132,5721,4015,6600,3454,9736,2608,8680,1329,4949,1142,4117,808,3514,288,2025,0,0,0,0,0,0,0,0
2020-11,우이신설선,702,삼양,3,0,962,214,2243,653,6412,1307,7470,3532,4670,2453,3563,2372,3071,2290,3189,2611,3264,2863,2983,3196,2770,4077,2983,4625,2494,4059,2329,6253,1705,5622,1086,3057,744,2723,488,2052,194,1120,0,0,0,0,0,0,0,0
2020-11,우이신설선,703,삼양사거리,4,1,1203,237,2492,915,6544,1818,8102,3929,4951,3144,4326,2986,3702,3068,3982,3133,4119,3405,3609,3756,3566,4868,3265,4956,3352,5159,3156,7094,2069,5792,1459,3115,1172,2582,884,2097,324,1106,0,0,0,0,0,0,0,0
2020-11,우이신설선,704,솔샘,2,0,2263,247,8065,971,27234,2604,27311,4511,13993,2937,8602,3353,6680,3385,7185,4278,7149,4810,5910,5364,5932,7161,5845,8954,5429,11696,4553,20759,2729,19945,1925,10534,1610,9413,1212,7519,507,4414,0,0,0,0,0,0,0,0
2020-11,우이신설선,705,북한산보국문,4,1,1781,610,5714,1929,18405,4845,22709,7860,13613,5458,9279,4811,8028,4665,8480,5365,8520,5911,7551,6376,8278,7912,8255,9594,9179,12394,8843,19511,5133,17129,3268,9888,3046,9000,2326,7029,1167,4110,0,0,0,0,0,0,0,0
2020-11,우이신설선,706,정릉,3,1,1747,478,4517,1646,13109,2917,15734,6334,10636,3717,7536,3258,6999,3501,6944,4524,6526,4952,6083,5493,5968,6738,6334,7631,6665,10074,7055,14809,3879,11734,2513,6826,2087,5961,1524,4621,538,2298,0,0,0,0,0,0,0,0
2020-11,우이신설선,707,성신여대입구(돈암),0,0,680,349,1244,991,3299,3624,5457,7583,3752,5610,3263,4900,3577,4825,4259,5244,4533,6005,4449,6035,4962,5963,5938,6305,6640,7858,8036,9951,5213,6344,4644,3241,5537,2935,3951,1883,1605,1126,0,1,0,0,0,0,0,0
2020-11,우이신설선,708,보문,1,0,403,196,636,1088,1909,2668,3579,5054,2353,2961,2052,1968,2040,1760,2247,1865,2405,2239,2351,2128,2552,2229,3200,2345,3345,2674,4204,3432,1895,2191,1469,1464,1211,1375,942,1074,374,756,2,4,0,0,0,0,0,0
2020-11,우이신설선,709,신설동,9,1,864,815,795,1756,1063,4953,1910,13300,1648,7506,1881,3840,2525,2820,2559,2839,2861,3384,3086,2583,4341,2181,4894,2025,6921,2142,10735,1807,4325,1237,2676,835,2433,774,1524,640,554,664,2,204,0,0,0,0,0,0
